;sentence;class
2185;Em abril , a Monese passou a disponibilizar o Apple Pay em 12 países europeus. , Monese , Apple Pay;1
893;Governador do Paraná apresenta Plataforma de Inteligência Artificial no Smart City Business Brazil 2019 , em São Paulo . , Governador do Paraná , Plataforma de Inteligência Artificial;1
2529;A OLX Brasil fechou uma parceria com a EasyCrédito, fintech que conecta pessoas que precisam de crédito com empresas que oferecem empréstimos, financiamentos e cartões. , EasyCrédito , OLX Brasil;1
1734;São 5 milhões de créditos pulverizados em oito carteiras do próprio Bradesco , de sua financeira e da Losango (HSBC) , com prazo médio de dois a dez anos . , Bradesco , HSBC;0
2057;A CAIXA também oferece 50% de desconto para a primeira anuidade dos cartões Visa , Mastercard e Elo . , CAIXA , Mastercard;0
1580;Se isto estivesse em vias de acontecer, o bibliófilo José Mindlin, 90 anos, dono de uma das mais importantes bibliotecas do Brasil e símbolo nacional do culto ao livro, não teria se encontrado esta semana com seu colega americano, Matthew Battles, 35, editor do boletim da Biblioteca Houghton, que guarda as obras raras de Harvard. , Matthew Battles , Brasil;0
2684;A startup curitibana Celero foi eleita a melhor fintech na etapa de seleção dos Top 100, do Santander X Global Award. , Top 100 , Santander X Global Award;1
2718;Ou seja, o dobro de vantagens, devido a parceria do banco com o grupo B2W Lojas Americanas, Shoptime e Submarino. , Submarino , Shoptime;0
2620;A Amazon planeja criar uma frota de veículos para serviços de carona para rivalizar com o Uber, Waymo e outros. , Amazon , Waymo;0
314;A RecargaPay , carteira de pagamentos digitais líder do Brasil , anuncia parceria com a Mastercard para oferecer aos seus 10 milhões de clientes o mais novo serviço da fintech o cartão pré-pago . , RecargaPay , Mastercard;1
542;B3 abre as portas hoje de um ambiente próprio no Cubo , centro de co-inovação do Itaú Unibanco em parceria com a Redpoint eventures . , Redpoint , Itaú Unibanco;1
170;A gigante chinesa de internet Tencent Holdings está adquirindo uma participação no aplicativo de pagamentos móveis Uala , da Argentina , se juntando no projeto a sócios como o Goldman Sachs e os bilionários George Soros e Steve Cohen . , George Soros , Goldman Sachs;0
214;A instituição fechou , há um ano e meio , uma parceria com a Bossa Nova Investimentos , além de manter a incubadora BMG UpTech , que já fez aportes em 30 empresas nos últimos dois anos . , BMG UpTech , Bossa Nova Investimentos;0
2402;No ano passado , a idwall recebeu R$ 9 milhões em uma rodada de financiamento dos fundos brasileiros Canary e Monashees e que também contou com a participação do Mercado Livre . , Canary , idwall;1
108;A eletricidade vai aumentar, de acordo com a proposta da Entidade Reguladora dos Serviços Energéticos , aprovada pelo Conselho Tarifário, 2,9 $%, em média, em Portugal . , Portugal , Conselho Tarifário;0
2174;Assinado durante a 26º edição da Agrishow , o acordo prevê que a companhia forneça dados que auxiliem na tomada de decisão dos usuários do Agrobot , plataforma de consultoria virtual do BB , que combina a expertise do banco com fontes externas para oferecer insights de negócio relevantes , de forma contextualizada , fácil e conveniente . , Agrobot , BB;1
880;Foi firmada uma parceria entre o INSS , Dataprev , empresa de processamento de dados da Previdência Social , e os bancos . , Dataprev , INSS;1
1180;O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas. , Ira M. Longini Jr. , Universidade Emory;1
1145;O Conselho Administrativo de Defesa Econômica pode impor restrições à compra de parte da Ticket Serviços pelo Itaú , anunciada em setembro . , Conselho Administrativo de Defesa Econômica , Ticket Serviços;1
3011;Os shopping centers estão trazendo fintechs startups financeiras para fazer o financiamento dos lojistas, conta Carlos Eduardo Ferrari, presidente da Comissão de Mercado de Capitais e Direito Societário do Instituto Brasileiro de Direito Imobiliário. , Carlos Eduardo Ferrari , Comissão de Mercado de Capitais e Direito Societário do Instituto Brasileiro de Direito Imobiliário;1
1062;Nossas equipes já há algum tempo estão sendo dirigidas pelo professor Brasil, uma das brilhantes crias de Ronaldo Goldone que mesmo não estando a frente de nossas equipes continua atuando em as atividades do Niterói Rugby. , Brasil , Niterói Rugby;0
2715;Xi afirmou que a China alcançará um pico nas emissões de dióxido de carbono antes de 2030, e prometeu atingir a neutralidade antes de 2060. , China , Xi;1
3117;Os controladores do Social Bank são o empresário Rodrigo Borges e o Grupo Sforza, que tem como sócio , Rodrigo Borges , Social Bank;1
658;Como o custo de desenvolvimento é da Greenpass , o C6 Bank gastou com integração e compra de Taggys uma fração ínfima dos cerca de R$ 470 milhões despendidos pelos concorrentes tradicionais nos últimos cinco anos para ter em três meses o mesmo serviço . , C6 Bank , Greenpass;0
990;MinTech a fintech que nasceu nos EUA , cresceu na China e chegou ao Brasil . , China , MinTech;1
469;Além disso , buscamos estimular a independência financeira de mulheres que buscam no App Lady Driver uma opção de renda , afirma Roberto Niemeyer , presidente da Unidade Abastecimento B2C do Sem Parar . , Unidade Abastecimento B2C , Sem Parar;1
423;A Via Varejo , dona da Casas Bahia , fechou uma parceria para oferecer uma carteira de pagamentos aos clientes da rede varejista . , Casas Bahia , Via Varejo;1
182;A idéia foi lançada pelo ministro Roberto Amaral Ciência e Tecnologia e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela Universidade de São Paulo da cidade. , Ribeirão Preto , Roberto Amaral Ciência e Tecnologia;0
2224;A Embrapa Café e o Consórcio Pesquisa Café , em parceria com a Universidade Federal de Lavras e a Universidade Federal de Viçosa , selecionaram 26 startups para participarem da etapa piloto do projeto para a pré-aceleração de startups Avança Café . , Embrapa Café , Universidade Federal de Lavras;1
2635;A crise causada pela covid-19 levou a credenciadora de cartões Cielo, do Banco do Brasil e Bradesco, a registrar um prejuízo de R$ 75,2 milhões no segundo trimestre. , Cielo , Bradesco;0
2477;A Economatica lançou um levantamento que mostra que, o Mercado Livre se tornou a empresa mais valiosa da América Latina, ultrapassando gigantes como Vale. , Economatica , Mercado Livre;1
3257;O Next passará a funcionar como uma das empresas do conglomerado financeiro da Organização Bradesco, adquirindo maior autonomia e velocidade de gestão e de atuação. , Organização Bradesco , Next;1
652;Como não é uma instituição financeira , o Mercado Pago conta com parceria com o Banco Topázio , do Rio Grande do Sul , e da financeira Money Plus para emprestar ao ecossistema do Mercado Livre . , Mercado Livre , Rio Grande do Sul;0
38;A Arábia Saudita era um dos três países do mundo que reconheciam, no Afeganistão, o governo Talibã. , Afeganistão , Talibã;1
2140;As startups são ferramentas para facilitar esse processo , diz Renata Zanuto , executiva responsável pelo relacionamento com as startups do Cubo . , Renata Zanuto , Cubo;1
172;A Havanna fecha parceria com o Santander para inaugurar um novo modelo de negócios . , Santander , Havanna;1
2629;A credenciadora de cartões PagSeguro, do grupo UOL, firmou uma parceria com o TikTok, da ByteDance, pela qual os usuários da rede social de compartilhamento de vídeos poderão receber valores em uma conta digital do PagBank. , TikTok , ByteDance;1
220;A isto, o diretor do Gabinete de Comunicação Social do Governo de Macau, Afonso Camões, afirma na brochura da exposição 'o futuro da liberdade de Imprensa em Macau dependerá, em boa medida, de aqueles que a exercem hoje. , Afonso Camões , Macau;0
133;A expansão internacional da MinTech passa por negócios na Ásia Indonésia , Filipinas , Vietnam e Índia  e , mais recentemente , na América Latina , começando pelo Brasil . , MinTech , Ásia Indonésia;1
715;Durante o EXAME Fórum 2019 , em 9 de setembro , Frederico afirmou que a China está anos-luz à frente dos americanos em tecnologia digital e que o Brasil está focando a geopolítica errada , Frederico , EXAME Fórum 2019;1
1459;Para atender a essa demanda , a Federação Brasileira de Bancos desenvolveu , em parceria com o Sebrae , materiais de estudo para a área que estão disponíveis no Canal do Empreendedor , no site de finanças pessoais. , Canal do Empreendedor , Sebrae;0
970;Microsoft e o Nubank anunciaram uma parceria inusitada permitindo aos usuários da Microsoft Store que apaguem seus gastos com Office . , Office , Nubank Rewards;0
3258;Nos últimos meses, o Next incorporou produtos da Bradesco Seguros e da corretora Ágora em seu aplicativo. , Bradesco Seguros , Ágora;1
2516;A Logbank tem sinergia com a Orbitall e nos permitirá democratizar o acesso a soluções de banking as a service para pequenas e médias empresas, especialmente varejistas e startups que querem escalar seus negócios por meio de uma plataforma completa e modular de serviços financeiros a seus clientes”, afirma Marco Stefanini, CEO Global do Grupo Stefanini. , Grupo Stefanini , Logbank;0
978;Os censores de Zé Gregori elaboram um ofício advertindo a Rede Record por causa da exibição do filme Fogo contra Fogo em horário impróprio no último domingo. , Record , Zé Gregori;1
261;A nossa Escola de Pilotagem ajudou a formar dezenas de pilotos particulares e profissionais, sendo actualmente dirigida pelo Comandante João Filhó, um profissional da aviação que trabalha na Portugália, e que é um entre as dezenas de profissionais que iniciaram ou reforçaram a sua actividade de pilotos no ACTV. , Escola de Pilotagem , Comandante João Filhó;1
3187;Ao aderir à plataforma, a Shell passa a fazer parte de uma rede local e global da ONU, que conta com mais de 3 mil companhias no mundo e cerca de 400 no Brasil. , ONU , Shell;1
2841;Mais da metade dos membros de seu Nike Training Club usaram seu aplicativo para começar um treino, um recorde para a empresa, disse o CFO Matt Friend durante a ligação. , Matt Friend , Nike;1
1617;Segundo Ramos Freire , da Boanerges & Cia , as credenciadoras estão tentando se salvar , baixando preços , investindo em marketing e trocando os gestores . , Ramos Freire , Boanerges & Cia;1
1374;O projeto é realizado em parceria com a Alipay , plataforma de pagamentos da Alibaba , que fornece os algoritmos de Inteligência Artificial para a operação . , Alipay , Inteligência Artificial;1
2107;Uma fonte ligada ao banco explicou , em dezembro , que o BTG estava de olho na possibilidade de geração de tráfego e clientes para o seu banco digital a partir do site da Exame . , Exame , BTG;0
3189;Redes como D’Avó, de São Paulo, e Super Lagoa, no Nordeste, já oferecem aos clientes a opção de eles sacarem dinheiro diretamente no caixa. , São Paulo , Nordeste;0
1663;"Todas apresentaram soluções para um time de 12 jurados , e três foram premiadas com R$ 3 mil a DIOXD , que oferece um tratamento de sementes para aumentar a produção agrícola , feito com dióxido de carbono; a HidroMaps , que usa inteligência artificial para detectar pontos de perfuração de novos poços artesianos; e a LebenLog transPork , cuja proposta é monitorar o stress de suínos usando uma plataforma digital . , LebenLog , HidroMaps";0
2875;No Brasil, pelo menos 17% dos consumidores já experimentaram o pagamento por aproximação por pelo menos uma vez, segundo pesquisa da Mobile Time, em parceria com a Opinion Box, publicada em setembro de 2019. , Brasil , Mobile Time;0
1383;O Safra é um dos novos no segmento de maquininhas de pagamento com cartão , o POS , com o SafraPay - empresa que deverá ser beneficiada com a nova operadora . , SafraPay , POS;0
2245;A Ipiranga e a Seminovos Movida acabam de fechar parceria para a estreia de um novo modelo no comércio de veículos no Brasil . , Ipiranga , Brasil;0
750;É uma tentativa de trazer ao Brasil o que a Tencent criou na China com o seu WeChat . , Brasil , WeChat;0
2773;Como 100% das operações estavam dentro de ambientes corporativos, nossa preocupação foi buscar receitas em outros canais para salvar a empresa do impacto econômico causado pelo isolamento social”, afirma Valdemir Araújo, CEO da Vendify. , Vendify , Valdemir Araújo;1
